d1fcda0c72a5b5c9ffbcaae721abec24ed30501906645bc91d95447b8f638792,ec403d1e9381933f524741ac7ddf428a5befc2d3c39d260c53de8d3da096f8a9,a160b8330166061b27e664c49d628baff4e9451336fbcd00ae951039aaf7a2d7,4cca6da2ff569548f090dac0c1ffbc0bea98cc1f0a57210018495c29bef5a839,83f3da75d611414adab2d87b401ab7ba01960c3a1e6b7762fb1004f4e5a74d3c,e480e130c3d0a62fd77dd5076eb35a683192444ca1e34fead9d659bfbef9b174,d6e831befca81c68b28a8a7754194dfd5bb4ad15f241269d34a2484beb9eaa06,cd8e8932b54fed00fc8f881659268f2a872963bbf45e3b598b348fba297a8cf2,b1a5fca50d062c263940b67e553ea8ebddbcf9962a0e46507c033eaca9f8038e,8716601f73f94d1bd493b737e5c1b40a3f88395ee36e9049b0049f6f36bb4f74,74e9c9056952a6d610caa5a3c4b3f2b554d47810d8f4a4b0b90257f9c8a21593,63a35a12b8fa6851b5807d4151502aebf47dbf07ec42ed01d678cb07b933c5b1,b63bb51898a4555131dc8cb1e22b47b33060c30f4b3ce5777d186068d15e46c6,2d4ef2451c62ddf85cf807bf7a6c881677ab8114c04f0dd74d257373d41a2aee
511,152,2000.0,6005,80,1,-1,"2022/6/30 11:00","2022/7/14 23:59",0,0,0,0,1
512,31,2000.0,101,30,1,-1,"2022/7/14 5:00","2022/7/21 4:59",0,0,0,0,1
513,41,2000.0,101,40,1,-1,"2022/7/14 5:00","2022/7/21 4:59",0,0,0,0,1
514,32,2000.0,102,30,1,-1,"2022/7/22 5:00","2022/7/27 4:59",0,0,0,0,1
515,42,2000.0,102,40,1,-1,"2022/7/22 5:00","2022/7/27 4:59",0,0,0,0,1
516,37,2000.0,109,30,1,-1,"2022/7/22 5:00","2022/7/27 4:59",0,0,0,0,1
517,38,2000.0,112,30,1,-1,"2022/7/22 5:00","2022/7/27 4:59",0,0,0,0,1
518,31,2000.0,101,30,1,-1,"2022/7/27 5:00","2022/7/31 4:59",0,0,0,0,1
519,41,2000.0,101,40,1,-1,"2022/7/27 5:00","2022/7/31 4:59",0,0,0,0,1
520,34,2000.0,103,30,1,-1,"2022/7/31 5:00","2022/8/7 4:59",0,0,0,0,1
521,44,2000.0,103,40,1,-1,"2022/7/31 5:00","2022/8/7 4:59",0,0,0,0,1
522,251,2000.0,7004,80,1,-1,"2022/7/16 12:00","2022/7/23 23:59",0,0,0,0,1
523,252,2000.0,7005,80,1,-1,"2022/7/16 12:00","2022/7/23 23:59",0,0,0,0,1
524,31,2000.0,101,30,1,-1,"2022/8/7 5:00","2022/8/12 4:59",0,0,0,0,1
525,41,2000.0,101,40,1,-1,"2022/8/7 5:00","2022/8/12 4:59",0,0,0,0,1
526,32,2000.0,102,30,1,-1,"2022/8/12 5:00","2022/8/15 4:59",0,0,0,0,1
527,42,2000.0,102,40,1,-1,"2022/8/12 5:00","2022/8/15 4:59",0,0,0,0,1
528,45,2000.0,104,40,1,-1,"2022/8/12 5:00","2022/8/21 4:59",0,0,0,0,1
529,31,3000.0,101,30,1,-1,"2022/8/15 5:00","2022/8/22 4:59",0,0,0,0,1
530,41,3000.0,101,40,1,-1,"2022/8/15 5:00","2022/8/22 4:59",0,0,0,0,1
531,34,3000.0,103,30,1,-1,"2022/8/15 5:00","2022/8/20 4:59",0,0,0,0,1
532,44,3000.0,103,40,1,-1,"2022/8/15 5:00","2022/8/20 4:59",0,0,0,0,1
533,151,2000.0,6004,80,1,-1,"2022/7/31 11:00","2022/8/14 23:59",0,0,0,0,1
534,152,2000.0,6005,80,1,-1,"2022/7/31 11:00","2022/8/14 23:59",0,0,0,0,1
535,37,3000.0,109,30,1,-1,"2022/8/20 5:00","2022/8/25 4:59",0,0,0,0,1
536,38,3000.0,112,30,1,-1,"2022/8/20 5:00","2022/8/25 4:59",0,0,0,0,1
537,91,2000.0,101,100,1,-1,"2022/8/20 5:00","2022/9/4 4:59",0,0,0,0,1
538,92,2000.0,102,100,1,-1,"2022/8/20 5:00","2022/9/4 4:59",0,0,0,0,1
539,93,2000.0,111,100,1,-1,"2022/8/20 5:00","2022/9/4 4:59",0,0,0,0,1
540,94,2000.0,109,100,1,-1,"2022/8/20 5:00","2022/9/4 4:59",0,0,0,0,1
541,95,2000.0,112,100,1,-1,"2022/8/20 5:00","2022/9/4 4:59",0,0,0,0,1
542,98,2000.0,7004,100,1,-1,"2022/8/20 5:00","2022/8/23 23:59",0,0,0,0,1
543,99,2000.0,7005,100,1,-1,"2022/8/20 5:00","2022/8/23 23:59",0,0,0,0,1
544,100,2000.0,8004,100,1,-1,"2022/8/20 5:00","2022/9/4 4:59",0,0,0,0,1
545,101,2000.0,8005,100,1,-1,"2022/8/20 5:00","2022/9/4 4:59",0,0,0,0,1
546,32,3000.0,102,30,1,-1,"2022/8/22 5:00","2022/8/28 4:59",0,0,0,0,1
547,42,3000.0,102,40,1,-1,"2022/8/22 5:00","2022/8/28 4:59",0,0,0,0,1
548,31,2000.0,101,30,1,-1,"2022/8/28 5:00","2022/8/31 4:59",0,0,0,0,1
549,41,2000.0,101,40,1,-1,"2022/8/28 5:00","2022/8/31 4:59",0,0,0,0,1
550,39,2000.0,111,30,1,-1,"2022/8/28 5:00","2022/8/31 4:59",0,0,0,0,1
551,49,2000.0,111,40,1,-1,"2022/8/28 5:00","2022/8/31 4:59",0,0,0,0,1
552,34,2000.0,103,30,1,-1,"2022/8/31 5:00","2022/9/7 4:59",0,0,0,0,1
553,44,2000.0,103,40,1,-1,"2022/8/31 5:00","2022/9/7 4:59",0,0,0,0,1
554,251,2000.0,7004,80,1,-1,"2022/8/16 12:00","2022/8/23 23:59",0,0,0,0,1
555,252,2000.0,7005,80,1,-1,"2022/8/16 12:00","2022/8/23 23:59",0,0,0,0,1
556,31,2000.0,101,30,1,-1,"2022/9/3 5:00","2022/9/12 4:59",0,0,0,0,1
557,41,2000.0,101,40,1,-1,"2022/9/3 5:00","2022/9/12 4:59",0,0,0,0,1
558,45,2000.0,104,40,1,-1,"2022/9/8 5:00","2022/9/17 4:59",0,0,0,0,1
559,37,2000.0,109,30,1,-1,"2022/9/9 5:00","2022/9/13 4:59",0,0,0,0,1
560,38,2000.0,112,30,1,-1,"2022/9/9 5:00","2022/9/13 4:59",0,0,0,0,1
561,32,2000.0,102,30,1,-1,"2022/9/12 5:00","2022/9/17 4:59",0,0,0,0,1
562,42,2000.0,102,40,1,-1,"2022/9/12 5:00","2022/9/17 4:59",0,0,0,0,1
563,34,2000.0,103,30,1,-1,"2022/9/13 5:00","2022/9/20 4:59",0,0,0,0,1
564,44,2000.0,103,40,1,-1,"2022/9/13 5:00","2022/9/20 4:59",0,0,0,0,1
565,31,2000.0,101,30,1,-1,"2022/9/17 5:00","2022/9/23 4:59",0,0,0,0,1
566,41,2000.0,101,40,1,-1,"2022/9/17 5:00","2022/9/23 4:59",0,0,0,0,1
567,151,2000.0,6004,80,1,-1,"2022/8/31 11:00","2022/9/14 23:59",0,0,0,0,1
568,152,2000.0,6005,80,1,-1,"2022/8/31 11:00","2022/9/14 23:59",0,0,0,0,1
569,251,2000.0,7004,80,1,-1,"2022/9/17 12:00","2022/9/24 23:59",0,0,0,0,1
570,252,2000.0,7005,80,1,-1,"2022/9/17 12:00","2022/9/24 23:59",0,0,0,0,1
571,96,2000.0,6004,100,1,-1,"2022/8/31 11:00","2022/9/4 4:59",0,0,0,0,1
572,97,2000.0,6005,100,1,-1,"2022/8/31 11:00","2022/9/4 4:59",0,0,0,0,1
573,32,2000.0,102,30,1,-1,"2022/9/23 5:00","2022/9/26 4:59",0,0,0,0,1
574,42,2000.0,102,40,1,-1,"2022/9/23 5:00","2022/9/26 4:59",0,0,0,0,1
575,37,2000.0,109,30,1,-1,"2022/9/23 5:00","2022/9/26 4:59",0,0,0,0,1
576,38,2000.0,112,30,1,-1,"2022/9/23 5:00","2022/9/26 4:59",0,0,0,0,1
577,31,2000.0,101,30,1,-1,"2022/9/26 5:00","2022/9/30 4:59",0,0,0,0,1
578,41,2000.0,101,40,1,-1,"2022/9/26 5:00","2022/9/30 4:59",0,0,0,0,1
579,34,2000.0,103,30,1,-1,"2022/9/30 5:00","2022/10/7 4:59",0,0,0,0,1
580,44,2000.0,103,40,1,-1,"2022/9/30 5:00","2022/10/7 4:59",0,0,0,0,1
581,31,2000.0,101,30,1,-1,"2022/10/7 5:00","2022/10/13 4:59",0,0,0,0,1
582,41,2000.0,101,40,1,-1,"2022/10/7 5:00","2022/10/13 4:59",0,0,0,0,1
583,32,2000.0,102,30,1,-1,"2022/10/13 5:00","2022/10/17 4:59",0,0,0,0,1
584,42,2000.0,102,40,1,-1,"2022/10/13 5:00","2022/10/17 4:59",0,0,0,0,1
585,37,2000.0,109,30,1,-1,"2022/10/13 5:00","2022/10/17 4:59",0,0,0,0,1
586,38,2000.0,112,30,1,-1,"2022/10/13 5:00","2022/10/17 4:59",0,0,0,0,1
587,45,2000.0,104,40,1,-1,"2022/10/13 5:00","2022/10/23 4:59",0,0,0,0,1
588,151,2000.0,6004,80,1,-1,"2022/9/30 11:00","2022/10/14 23:59",0,0,0,0,1
589,152,2000.0,6005,80,1,-1,"2022/9/30 11:00","2022/10/14 23:59",0,0,0,0,1
590,31,2000.0,101,30,1,-1,"2022/10/17 5:00","2022/10/22 4:59",0,0,0,0,1
591,41,2000.0,101,40,1,-1,"2022/10/17 5:00","2022/10/22 4:59",0,0,0,0,1
592,34,2000.0,103,30,1,-1,"2022/10/16 5:00","2022/10/24 4:59",0,0,0,0,1
593,44,2000.0,103,40,1,-1,"2022/10/16 5:00","2022/10/24 4:59",0,0,0,0,1
594,31,2000.0,101,30,1,-1,"2022/10/27 5:00","2022/10/31 4:59",0,0,0,0,1
595,41,2000.0,101,40,1,-1,"2022/10/27 5:00","2022/10/31 4:59",0,0,0,0,1
596,32,2000.0,102,30,1,-1,"2022/10/22 5:00","2022/10/27 4:59",0,0,0,0,1
597,42,2000.0,102,40,1,-1,"2022/10/22 5:00","2022/10/27 4:59",0,0,0,0,1
598,37,2000.0,109,30,1,-1,"2022/10/22 5:00","2022/10/27 4:59",0,0,0,0,1
599,38,2000.0,112,30,1,-1,"2022/10/22 5:00","2022/10/27 4:59",0,0,0,0,1
600,34,2000.0,103,30,1,-1,"2022/10/31 5:00","2022/11/7 4:59",0,0,0,0,1
601,44,2000.0,103,40,1,-1,"2022/10/31 5:00","2022/11/7 4:59",0,0,0,0,1
602,251,2000.0,7004,80,1,-1,"2022/10/16 12:00","2022/10/23 23:59",0,0,0,0,1
603,252,2000.0,7005,80,1,-1,"2022/10/16 12:00","2022/10/23 23:59",0,0,0,0,1
604,151,2000.0,6004,80,1,-1,"2022/10/31 11:00","2022/11/14 23:59",0,0,0,0,1
605,152,2000.0,6005,80,1,-1,"2022/10/31 11:00","2022/11/14 23:59",0,0,0,0,1
606,251,2000.0,7004,80,1,-1,"2022/11/10 11:00","2022/11/21 23:59",0,0,0,0,1
607,252,2000.0,7005,80,1,-1,"2022/11/10 11:00","2022/11/21 23:59",0,0,0,0,1
608,31,2000.0,101,30,1,-1,"2022/11/7 5:00","2022/11/13 4:59",0,0,0,0,1
609,41,2000.0,101,40,1,-1,"2022/11/7 5:00","2022/11/13 4:59",0,0,0,0,1
610,31,2000.0,101,30,1,-1,"2022/11/17 5:00","2022/11/21 4:59",0,0,0,0,1
611,41,2000.0,101,40,1,-1,"2022/11/17 5:00","2022/11/21 4:59",0,0,0,0,1
612,32,2000.0,102,30,1,-1,"2022/11/13 5:00","2022/11/17 4:59",0,0,0,0,1
613,42,2000.0,102,40,1,-1,"2022/11/13 5:00","2022/11/17 4:59",0,0,0,0,1
614,32,2000.0,102,30,1,-1,"2022/11/21 5:00","2022/11/25 4:59",0,0,0,0,1
615,42,2000.0,102,40,1,-1,"2022/11/21 5:00","2022/11/25 4:59",0,0,0,0,1
616,37,2000.0,109,30,1,-1,"2022/11/13 5:00","2022/11/17 4:59",0,0,0,0,1
617,38,2000.0,112,30,1,-1,"2022/11/13 5:00","2022/11/17 4:59",0,0,0,0,1
618,34,2000.0,103,30,1,-1,"2022/11/16 5:00","2022/11/20 4:59",0,0,0,0,1
619,44,2000.0,103,40,1,-1,"2022/11/16 5:00","2022/11/20 4:59",0,0,0,0,1
620,45,2000.0,104,40,1,-1,"2022/11/13 5:00","2022/11/23 4:59",0,0,0,0,1
621,81,2000.0,101,80,1,-1,"2022/11/25 5:00","2022/11/30 4:59",0,0,0,0,1
622,82,2000.0,102,80,1,-1,"2022/11/25 5:00","2022/11/30 4:59",0,0,0,0,1
623,83,2000.0,111,80,1,-1,"2022/11/25 5:00","2022/11/30 4:59",0,0,0,0,1
624,84,2000.0,109,80,1,-1,"2022/11/25 5:00","2022/11/30 4:59",0,0,0,0,1
625,85,2000.0,112,80,1,-1,"2022/11/25 5:00","2022/11/30 4:59",0,0,0,0,1
626,31,2000.0,101,30,1,-1,"2022/11/25 5:00","2022/11/30 4:59",0,0,0,0,1
627,41,2000.0,101,40,1,-1,"2022/11/25 5:00","2022/11/30 4:59",0,0,0,0,1
628,37,2000.0,109,30,1,-1,"2022/11/25 5:00","2022/11/30 4:59",0,0,0,0,1
629,38,2000.0,112,30,1,-1,"2022/11/25 5:00","2022/11/30 4:59",0,0,0,0,1
630,34,2000.0,103,30,1,-1,"2022/11/25 5:00","2022/12/5 4:59",0,0,0,0,1
631,44,2000.0,103,40,1,-1,"2022/11/25 5:00","2022/12/5 4:59",0,0,0,0,1
632,351,2000.0,8004,80,1,-1,"2022/11/25 5:00","2022/11/30 4:59",0,0,0,0,1
633,352,2000.0,8005,80,1,-1,"2022/11/25 5:00","2022/11/30 4:59",0,0,0,0,1
634,31,2000.0,101,30,1,-1,"2022/12/10 5:00","2022/12/14 4:59",0,0,0,0,1
635,41,2000.0,101,40,1,-1,"2022/12/10 5:00","2022/12/14 4:59",0,0,0,0,1
636,31,2000.0,101,30,1,-1,"2022/12/18 5:00","2022/12/23 4:59",0,0,0,0,1
637,41,2000.0,101,40,1,-1,"2022/12/18 5:00","2022/12/23 4:59",0,0,0,0,1
638,39,2000.0,111,30,1,-1,"2022/12/5 5:00","2022/12/10 4:59",0,0,0,0,1
639,49,2000.0,111,40,1,-1,"2022/12/5 5:00","2022/12/10 4:59",0,0,0,0,1
640,32,2000.0,102,30,1,-1,"2022/12/14 5:00","2022/12/18 4:59",0,0,0,0,1
641,42,2000.0,102,40,1,-1,"2022/12/14 5:00","2022/12/18 4:59",0,0,0,0,1
642,37,2000.0,109,30,1,-1,"2022/12/14 5:00","2022/12/18 4:59",0,0,0,0,1
643,38,2000.0,112,30,1,-1,"2022/12/14 5:00","2022/12/18 4:59",0,0,0,0,1
644,34,2000.0,103,30,1,-1,"2022/12/14 5:00","2022/12/18 4:59",0,0,0,0,1
645,44,2000.0,103,40,1,-1,"2022/12/14 5:00","2022/12/18 4:59",0,0,0,0,1
646,45,2000.0,104,40,1,-1,"2022/12/14 5:00","2022/12/24 4:59",0,0,0,0,1
647,151,2000.0,6004,80,1,-1,"2022/11/30 11:00","2022/12/14 23:59",0,0,0,0,1
648,152,2000.0,6005,80,1,-1,"2022/11/30 11:00","2022/12/14 23:59",0,0,0,0,1
649,251,2000.0,7004,80,1,-1,"2022/12/16 12:00","2022/12/23 23:59",0,0,0,0,1
650,252,2000.0,7005,80,1,-1,"2022/12/16 12:00","2022/12/23 23:59",0,0,0,0,1
651,31,2000.0,101,30,1,-1,"2022/12/26 5:00","2022/12/31 4:59",0,0,0,0,1
652,41,2000.0,101,40,1,-1,"2022/12/26 5:00","2022/12/31 4:59",0,0,0,0,1
653,32,2000.0,102,30,1,-1,"2022/12/23 5:00","2022/12/26 4:59",0,0,0,0,1
654,42,2000.0,102,40,1,-1,"2022/12/23 5:00","2022/12/26 4:59",0,0,0,0,1
655,37,2000.0,109,30,1,-1,"2022/12/26 5:00","2022/12/31 4:59",0,0,0,0,1
656,38,2000.0,112,30,1,-1,"2022/12/26 5:00","2022/12/31 4:59",0,0,0,0,1
657,34,2000.0,103,30,1,-1,"2022/12/26 5:00","2023/1/7 4:59",0,0,0,0,1
658,44,2000.0,103,40,1,-1,"2022/12/26 5:00","2023/1/7 4:59",0,0,0,0,1
659,81,2000.0,101,80,1,-1,"2022/12/23 5:00","2022/12/29 4:59",0,0,0,0,1
660,82,2000.0,102,80,1,-1,"2022/12/23 5:00","2022/12/29 4:59",0,0,0,0,1
661,83,2000.0,111,80,1,-1,"2022/12/23 5:00","2022/12/29 4:59",0,0,0,0,1
662,84,2000.0,109,80,1,-1,"2022/12/23 5:00","2022/12/29 4:59",0,0,0,0,1
663,85,2000.0,112,80,1,-1,"2022/12/23 5:00","2022/12/29 4:59",0,0,0,0,1
664,351,2000.0,8004,80,1,-1,"2022/12/23 5:00","2022/12/29 4:59",0,0,0,0,1
665,352,2000.0,8005,80,1,-1,"2022/12/23 5:00","2022/12/29 4:59",0,0,0,0,1
666,31,2000.0,101,30,1,-1,"2023/1/11 5:00","2023/1/16 4:59",0,0,0,0,1
667,41,2000.0,101,40,1,-1,"2023/1/11 5:00","2023/1/16 4:59",0,0,0,0,1
668,32,2000.0,102,30,1,-1,"2023/1/16 5:00","2023/1/19 4:59",0,0,0,0,1
669,42,2000.0,102,40,1,-1,"2023/1/16 5:00","2023/1/19 4:59",0,0,0,0,1
670,39,2000.0,111,30,1,-1,"2023/1/7 5:00","2023/1/11 4:59",0,0,0,0,1
671,49,2000.0,111,40,1,-1,"2023/1/7 5:00","2023/1/11 4:59",0,0,0,0,1
672,37,2000.0,109,30,1,-1,"2023/1/16 5:00","2023/1/19 4:59",0,0,0,0,1
673,38,2000.0,112,30,1,-1,"2023/1/16 5:00","2023/1/19 4:59",0,0,0,0,1
674,34,2000.0,103,30,1,-1,"2023/1/16 5:00","2023/1/19 4:59",0,0,0,0,1
675,44,2000.0,103,40,1,-1,"2023/1/16 5:00","2023/1/19 4:59",0,0,0,0,1
676,45,2000.0,104,40,1,-1,"2023/1/16 5:00","2023/1/26 4:59",0,0,0,0,1
677,151,2000.0,6004,80,1,-1,"2022/12/31 11:00","2023/1/14 23:59",0,0,0,0,1
678,152,2000.0,6005,80,1,-1,"2022/12/31 11:00","2023/1/14 23:59",0,0,0,0,1
679,251,2000.0,7004,80,1,-1,"2023/1/15 12:00","2023/1/22 23:59",0,0,0,0,1
680,252,2000.0,7005,80,1,-1,"2023/1/15 12:00","2023/1/22 23:59",0,0,0,0,1
681,31,3000.0,101,30,1,-1,"2023/1/19 5:00","2023/1/23 4:59",0,0,0,0,1
682,41,3000.0,101,40,1,-1,"2023/1/19 5:00","2023/1/23 4:59",0,0,0,0,1
683,32,3000.0,102,30,1,-1,"2023/1/23 5:00","2023/1/26 4:59",0,0,0,0,1
684,42,3000.0,102,40,1,-1,"2023/1/23 5:00","2023/1/26 4:59",0,0,0,0,1
685,31,2000.0,101,30,1,-1,"2023/1/26 5:00","2023/1/31 4:59",0,0,0,0,1
686,41,2000.0,101,40,1,-1,"2023/1/26 5:00","2023/1/31 4:59",0,0,0,0,1
687,37,2000.0,109,30,1,-1,"2023/1/26 5:00","2023/1/31 4:59",0,0,0,0,1
688,38,2000.0,112,30,1,-1,"2023/1/26 5:00","2023/1/31 4:59",0,0,0,0,1
689,34,2000.0,103,30,1,-1,"2023/1/26 5:00","2023/2/8 4:59",0,0,0,0,1
690,44,2000.0,103,40,1,-1,"2023/1/26 5:00","2023/2/8 4:59",0,0,0,0,1
691,81,2000.0,101,80,1,-1,"2023/1/23 5:00","2023/1/29 4:59",0,0,0,0,1
692,82,2000.0,102,80,1,-1,"2023/1/23 5:00","2023/1/29 4:59",0,0,0,0,1
693,83,2000.0,111,80,1,-1,"2023/1/23 5:00","2023/1/29 4:59",0,0,0,0,1
694,84,2000.0,109,80,1,-1,"2023/1/23 5:00","2023/1/29 4:59",0,0,0,0,1
695,85,2000.0,112,80,1,-1,"2023/1/23 5:00","2023/1/29 4:59",0,0,0,0,1
696,351,2000.0,8004,80,1,-1,"2023/1/23 5:00","2023/1/29 4:59",0,0,0,0,1
697,352,2000.0,8005,80,1,-1,"2023/1/23 5:00","2023/1/29 4:59",0,0,0,0,1
698,31,2000.0,101,30,1,-1,"2023/2/11 5:00","2023/2/14 4:59",0,0,0,0,1
699,41,2000.0,101,40,1,-1,"2023/2/11 5:00","2023/2/14 4:59",0,0,0,0,1
700,39,2000.0,111,30,1,-1,"2023/2/8 5:00","2023/2/11 4:59",0,0,0,0,1
701,49,2000.0,111,40,1,-1,"2023/2/8 5:00","2023/2/11 4:59",0,0,0,0,1
702,32,2000.0,102,30,1,-1,"2023/2/15 5:00","2023/2/18 4:59",0,0,0,0,1
703,42,2000.0,102,40,1,-1,"2023/2/15 5:00","2023/2/18 4:59",0,0,0,0,1
704,37,2000.0,109,30,1,-1,"2023/2/15 5:00","2023/2/18 4:59",0,0,0,0,1
705,38,2000.0,112,30,1,-1,"2023/2/15 5:00","2023/2/18 4:59",0,0,0,0,1
706,34,2000.0,103,30,1,-1,"2023/2/15 5:00","2023/2/18 4:59",0,0,0,0,1
707,44,2000.0,103,40,1,-1,"2023/2/15 5:00","2023/2/18 4:59",0,0,0,0,1
708,45,2000.0,104,40,1,-1,"2023/2/14 5:00","2023/2/24 4:59",0,0,0,0,1
709,151,2000.0,6004,80,1,-1,"2023/1/31 11:00","2023/2/20 23:59",0,0,0,0,1
710,152,2000.0,6005,80,1,-1,"2023/1/31 11:00","2023/2/20 23:59",0,0,0,0,1
711,31,2000.0,101,30,1,-1,"2023/2/18 5:00","2023/2/22 4:59",0,0,0,0,1
712,41,2000.0,101,40,1,-1,"2023/2/18 5:00","2023/2/22 4:59",0,0,0,0,1
713,39,3000.0,111,30,1,-1,"2023/2/26 5:00","2023/3/1 4:59",0,0,0,0,1
714,49,3000.0,111,40,1,-1,"2023/2/26 5:00","2023/3/1 4:59",0,0,0,0,1
715,32,2000.0,102,30,1,-1,"2023/2/22 5:00","2023/2/26 4:59",0,0,0,0,1
716,42,2000.0,102,40,1,-1,"2023/2/22 5:00","2023/2/26 4:59",0,0,0,0,1
717,34,2000.0,103,30,1,-1,"2023/2/24 5:00","2023/3/5 4:59",0,0,0,0,1
718,44,2000.0,103,40,1,-1,"2023/2/24 5:00","2023/3/5 4:59",0,0,0,0,1
719,251,2000.0,7004,80,1,-1,"2023/2/16 12:00","2023/2/23 23:59",0,0,0,0,1
720,252,2000.0,7005,80,1,-1,"2023/2/16 12:00","2023/2/23 23:59",0,0,0,0,1
721,39,2000.0,111,30,1,-1,"2023/3/5 5:00","2023/3/9 4:59",0,0,0,0,1
722,49,2000.0,111,40,1,-1,"2023/3/5 5:00","2023/3/9 4:59",0,0,0,0,1
723,31,2000.0,101,30,1,-1,"2023/3/9 5:00","2023/3/13 4:59",0,0,0,0,1
724,41,2000.0,101,40,1,-1,"2023/3/9 5:00","2023/3/13 4:59",0,0,0,0,1
725,31,2000.0,101,30,1,-1,"2023/3/16 5:00","2023/3/22 4:59",0,0,0,0,1
726,41,2000.0,101,40,1,-1,"2023/3/16 5:00","2023/3/22 4:59",0,0,0,0,1
727,32,2000.0,102,30,1,-1,"2023/3/13 5:00","2023/3/16 4:59",0,0,0,0,1
728,42,2000.0,102,40,1,-1,"2023/3/13 5:00","2023/3/16 4:59",0,0,0,0,1
729,37,2000.0,109,30,1,-1,"2023/3/13 5:00","2023/3/16 4:59",0,0,0,0,1
730,38,2000.0,112,30,1,-1,"2023/3/13 5:00","2023/3/16 4:59",0,0,0,0,1
731,34,2000.0,103,30,1,-1,"2023/3/13 5:00","2023/3/16 4:59",0,0,0,0,1
732,44,2000.0,103,40,1,-1,"2023/3/13 5:00","2023/3/16 4:59",0,0,0,0,1
733,45,2000.0,104,40,1,-1,"2023/3/13 5:00","2023/3/24 4:59",0,0,0,0,1
734,151,2000.0,6004,80,1,-1,"2023/2/28 11:00","2023/3/14 23:59",0,0,0,0,1
735,152,2000.0,6005,80,1,-1,"2023/2/28 11:00","2023/3/14 23:59",0,0,0,0,1
736,251,2000.0,7004,80,1,-1,"2023/3/8 12:00","2023/3/24 23:59",0,0,0,0,1
737,252,2000.0,7005,80,1,-1,"2023/3/8 12:00","2023/3/24 23:59",0,0,0,0,1
738,32,2000.0,102,30,1,-1,"2023/3/22 5:00","2023/3/26 4:59",0,0,0,0,1
739,42,2000.0,102,40,1,-1,"2023/3/22 5:00","2023/3/26 4:59",0,0,0,0,1
740,31,2000.0,101,30,1,-1,"2023/3/26 5:00","2023/3/31 4:59",0,0,0,0,1
741,41,2000.0,101,40,1,-1,"2023/3/26 5:00","2023/3/31 4:59",0,0,0,0,1
742,37,2000.0,109,30,1,-1,"2023/3/26 5:00","2023/3/31 4:59",0,0,0,0,1
743,38,2000.0,112,30,1,-1,"2023/3/26 5:00","2023/3/31 4:59",0,0,0,0,1
744,81,2000.0,101,80,1,-1,"2023/3/23 5:00","2023/3/29 4:59",0,0,0,0,1
745,82,2000.0,102,80,1,-1,"2023/3/23 5:00","2023/3/29 4:59",0,0,0,0,1
746,83,2000.0,111,80,1,-1,"2023/3/23 5:00","2023/3/29 4:59",0,0,0,0,1
747,84,2000.0,109,80,1,-1,"2023/3/23 5:00","2023/3/29 4:59",0,0,0,0,1
748,85,2000.0,112,80,1,-1,"2023/3/23 5:00","2023/3/29 4:59",0,0,0,0,1
749,351,2000.0,8004,80,1,-1,"2023/3/23 5:00","2023/3/29 4:59",0,0,0,0,1
750,352,2000.0,8005,80,1,-1,"2023/3/23 5:00","2023/3/29 4:59",0,0,0,0,1
751,34,2000.0,103,30,1,-1,"2023/3/26 5:00","2023/4/7 4:59",0,0,0,0,1
752,44,2000.0,103,40,1,-1,"2023/3/26 5:00","2023/4/7 4:59",0,0,0,0,1
753,31,2000.0,101,30,1,-1,"2023/4/8 5:00","2023/4/12 4:59",0,0,0,0,1
754,41,2000.0,101,40,1,-1,"2023/4/8 5:00","2023/4/12 4:59",0,0,0,0,1
755,39,2000.0,111,30,1,-1,"2023/4/5 5:00","2023/4/8 4:59",0,0,0,0,1
756,49,2000.0,111,40,1,-1,"2023/4/5 5:00","2023/4/8 4:59",0,0,0,0,1
757,31,3000.0,101,30,1,-1,"2023/4/12 5:00","2023/4/19 4:59",0,0,0,0,1
758,41,3000.0,101,40,1,-1,"2023/4/12 5:00","2023/4/19 4:59",0,0,0,0,1
759,45,2000.0,104,40,1,-1,"2023/4/12 5:00","2023/4/23 4:59",0,0,0,0,1
760,34,3000.0,103,30,1,-1,"2023/4/12 5:00","2023/4/17 4:59",0,0,0,0,1
761,44,3000.0,103,40,1,-1,"2023/4/12 5:00","2023/4/17 4:59",0,0,0,0,1
762,151,2000.0,6004,80,1,-1,"2023/3/31 11:00","2023/4/14 23:59",0,0,0,0,1
763,152,2000.0,6005,80,1,-1,"2023/3/31 11:00","2023/4/14 23:59",0,0,0,0,1
764,31,2000.0,101,30,1,-1,"2023/4/23 5:00","2023/4/28 4:59",0,0,0,0,1
765,41,2000.0,101,40,1,-1,"2023/4/23 5:00","2023/4/28 4:59",0,0,0,0,1
766,32,3000.0,102,30,1,-1,"2023/4/19 5:00","2023/4/23 4:59",0,0,0,0,1
767,42,3000.0,102,40,1,-1,"2023/4/19 5:00","2023/4/23 4:59",0,0,0,0,1
768,37,3000.0,109,30,1,-1,"2023/4/17 5:00","2023/4/21 4:59",0,0,0,0,1
769,38,3000.0,112,30,1,-1,"2023/4/17 5:00","2023/4/21 4:59",0,0,0,0,1
770,37,2000.0,109,30,1,-1,"2023/4/23 5:00","2023/4/28 4:59",0,0,0,0,1
771,38,2000.0,112,30,1,-1,"2023/4/23 5:00","2023/4/28 4:59",0,0,0,0,1
